Battery Information - Sr.No. : 6374, Type : 1, Capacity : 10000
Time(UTC),          Lat(DEG),    Lon(DEG) ,     Alt(M),    GeoidSep,Phase,   std-Lat,std-Lon,std-alt,PDOP, NumSat,CNO(dbHZ),Volt(mV),Temp(°C)
2019/01/20 17:25:42.000000, 2000/00/00 00:00:00.000000, 56.986680791,-111.063197091,480.5,    -25.60,     0.00,  1.40,  1.10,    1.80,  1.97, 10,    39,       00000,   0.00
2019/01/20 17:26:18.000000, 2000/00/00 00:00:00.000000, 56.986681539,-111.063194914,480.1,    -25.60,     0.06,  1.30,  1.00,    1.70,  1.53, 11,    39,       16491,   -16.44
2019/01/20 17:29:23.000000, 2000/00/00 00:00:00.000000, 56.986680458,-111.063205569,481.4,    -25.60,    -1.65,  1.30,  1.10,    1.60,  1.51, 11,    39,       16567,   -15.94
2019/01/20 17:32:20.000000, 2000/00/00 00:00:00.000000, 56.986667633,-111.063171158,479.5,    -25.60,     0.24,  1.30,  1.10,    1.80,  1.38, 12,    38,       16588,   -15.56
2019/01/20 17:35:20.000000, 2000/00/00 00:00:00.000000, 56.986685014,-111.063186403,481.5,    -25.60,    -0.37,  1.50,  1.10,    2.00,  1.29, 12,    38,       16601,   -15.19
2019/01/20 17:40:23.000000, 2000/00/00 00:00:00.000000, 56.986693406,-111.063198346,478.8,    -25.60,    -1.04,  1.60,  1.10,    2.50,  1.32, 12,    39,       16604,   -14.81
2019/01/20 17:43:29.000000, 2000/00/00 00:00:00.000000, 56.986681419,-111.063188454,482.7,    -25.60,     1.89,  1.50,  1.10,    2.50,  1.63, 11,    38,       16604,   -14.56
2019/01/20 17:48:23.000000, 2000/00/00 00:00:00.000000, 56.986696744,-111.063194216,485.6,    -25.60,     0.06,  1.50,  1.10,    2.30,  1.59, 11,    37,       16604,   -14.38
2019/01/20 17:55:23.000000, 2000/00/00 00:00:00.000000, 56.986686237,-111.063198514,482.5,    -25.60,    -0.31,  1.70,  1.10,    2.50,  1.52, 11,    38,       16604,   -14.00
2019/01/20 18:02:26.000000, 2000/00/00 00:00:00.000000, 56.986689954,-111.063196621,483.5,    -25.60,    -0.79,  1.70,  1.10,    2.50,  1.44, 12,    38,       16604,   -13.81
2019/01/20 18:09:27.000000, 2000/00/00 00:00:00.000000, 56.986699366,-111.063180060,483.6,    -25.60,    -0.49,  1.60,  1.10,    2.10,  1.22, 12,    38,       16604,   -13.56
2019/01/20 18:16:34.000000, 2000/00/00 00:00:00.000000, 56.986698676,-111.063186106,483.2,    -25.60,    -2.44,  1.60,  1.20,    1.90,  1.34, 12,    38,       16604,   -13.38
