Battery Information - Sr.No. : 3550, Type : 1, Capacity : 10000
Time(UTC),          Lat(DEG),    Lon(DEG) ,     Alt(M),    GeoidSep,Phase,   std-Lat,std-Lon,std-alt,PDOP, NumSat,CNO(dbHZ),Volt(mV),Temp(°C)
2019/01/20 16:23:13.000000, 2000/00/00 00:00:00.000000, 56.986733288,-111.070625237,485.3,    -25.60,     0.00,  3.00,  1.50,    2.90,  2.69, 10,    35,       00000,   0.00
2019/01/20 16:23:55.000000, 2000/00/00 00:00:00.000000, 56.986719077,-111.070617857,485.0,    -25.60,    -0.06,  2.40,  1.40,    2.60,  1.58, 11,    36,       16492,   -17.06
2019/01/20 16:27:00.000000, 2000/00/00 00:00:00.000000, 56.986724533,-111.070596161,486.0,    -25.60,    -1.16,  2.20,  1.70,    2.90,  1.60, 11,    36,       16560,   -16.63
2019/01/20 16:30:04.000000, 2000/00/00 00:00:00.000000, 56.986763648,-111.070611487,491.1,    -25.60,     0.67,  3.50,  2.00,    4.10,  1.61, 11,    34,       16579,   -16.13
2019/01/20 16:33:10.000000, 2000/00/00 00:00:00.000000, 56.986742070,-111.070618518,486.5,    -25.60,     1.16,  1.60,  1.40,    2.10,  1.62, 11,    36,       16590,   -15.81
2019/01/20 16:38:18.000000, 2000/00/00 00:00:00.000000, 56.986732388,-111.070571617,485.2,    -25.60,     1.83,  3.50,  2.00,    4.70,  1.59, 12,    34,       16598,   -15.38
2019/01/20 16:45:25.000000, 2000/00/00 00:00:00.000000, 56.986687063,-111.070615995,482.1,    -25.60,     1.95,  1.60,  1.30,    1.90,  1.60, 12,    36,       16602,   -15.13
2019/01/20 16:52:27.000000, 2000/00/00 00:00:00.000000, 56.986693781,-111.070624410,483.4,    -25.60,    -0.61,  1.70,  1.20,    2.00,  1.63, 11,    36,       16602,   -14.81
2019/01/20 16:59:35.000000, 2000/00/00 00:00:00.000000, 56.986706194,-111.070623505,488.0,    -25.60,    -3.23,  1.80,  1.30,    2.70,  1.58, 12,    34,       16598,   -14.38
2019/01/20 17:06:34.000000, 2000/00/00 00:00:00.000000, 56.986678967,-111.070590942,482.3,    -25.60,    -0.37,  1.80,  1.20,    1.90,  1.56, 12,    36,       16598,   -14.19
2019/01/20 17:13:40.000000, 2000/00/00 00:00:00.000000, 56.986705719,-111.070603064,480.0,    -25.60,    -1.16,  1.30,  1.10,    1.80,  1.52, 12,    38,       16598,   -14.06
2019/01/20 17:20:49.000000, 2000/00/00 00:00:00.000000, 56.986719971,-111.070648191,488.4,    -25.60,    -3.85,  1.90,  1.20,    2.50,  1.41, 12,    36,       16598,   -13.94
2019/01/20 17:27:53.000000, 2000/00/00 00:00:00.000000, 56.986709929,-111.070610828,484.0,    -25.60,    -1.10,  1.70,  1.10,    3.20,  1.45, 12,    35,       16598,   -13.75
