Battery Information - Sr.No. : 171808, Type : 1, Capacity : 10000
Time(UTC),          Lat(DEG),    Lon(DEG) ,     Alt(M),    GeoidSep,Phase,   std-Lat,std-Lon,std-alt,PDOP, NumSat,CNO(dbHZ),Volt(mV),Temp(°C)
2019/01/20 18:35:14.000000, 2000/00/00 00:00:00.000000, 56.986668255,-111.054767135,477.9,    -25.60,     0.00,  3.80,  1.40,    4.80,  2.13, 08,    36,       00000,   0.00
2019/01/20 18:41:17.000000, 2000/00/00 00:00:00.000000, 56.986707540,-111.054785310,481.6,    -25.60,     0.06,  1.90,  0.96,    2.50,  1.45, 11,    36,       16633,   -14.06
2019/01/20 18:44:24.000000, 2000/00/00 00:00:00.000000, 56.986729394,-111.054780305,482.0,    -25.60,    -1.28,  3.00,  1.20,    3.60,  2.40, 09,    35,       16633,   -13.69
2019/01/20 18:49:24.000000, 2000/00/00 00:00:00.000000, 56.986718316,-111.054800507,483.5,    -25.60,     0.37,  3.60,  1.40,    5.00,  1.65, 09,    37,       16633,   -13.31
2019/01/20 18:56:30.000000, 2000/00/00 00:00:00.000000, 56.986727427,-111.054789776,480.4,    -25.60,     1.89,  2.00,  0.95,    2.80,  1.49, 10,    35,       16633,   -13.00
2019/01/20 19:03:36.000000, 2000/00/00 00:00:00.000000, 56.986724882,-111.054782305,482.8,    -25.60,    -1.53,  1.70,  1.00,    2.90,  1.36, 11,    35,       16633,   -12.75
2019/01/20 19:10:40.000000, 2000/00/00 00:00:00.000000, 56.986719292,-111.054789654,484.1,    -25.60,    -1.04,  1.70,  1.00,    3.00,  1.36, 12,    35,       16633,   -12.50
2019/01/20 19:17:41.000000, 2000/00/00 00:00:00.000000, 56.986738322,-111.054807549,485.7,    -25.60,    -0.61,  1.50,  1.10,    3.70,  1.65, 10,    35,       16633,   -12.19
2019/01/20 19:24:47.000000, 2000/00/00 00:00:00.000000, 56.986721766,-111.054794778,484.4,    -25.60,     1.71,  1.70,  1.10,    3.30,  1.60, 10,    35,       16633,   -11.94
2019/01/20 19:31:54.000000, 2000/00/00 00:00:00.000000, 56.986728067,-111.054789258,484.5,    -25.60,     1.83,  1.40,  0.83,    2.60,  1.69, 10,    37,       16633,   -11.69
2019/01/20 19:38:56.000000, 2000/00/00 00:00:00.000000, 56.986717089,-111.054779042,482.5,    -25.60,    -0.49,  1.10,  0.74,    2.40,  1.92, 10,    39,       16633,   -11.50
2019/01/20 19:45:49.000000, 2000/00/00 00:00:00.000000, 56.986728971,-111.054785050,482.0,    -25.60,     0.12,  1.40,  0.74,    2.50,  1.87, 10,    38,       16633,   -11.31
2019/01/20 19:52:53.000000, 2000/00/00 00:00:00.000000, 56.986712164,-111.054785241,479.1,    -25.60,    -0.98,  1.50,  1.00,    2.80,  1.89, 10,    37,       16633,   -11.13
2019/01/20 19:59:55.000000, 2000/00/00 00:00:00.000000, 56.986716609,-111.054777560,480.9,    -25.60,     0.73,  1.20,  0.82,    2.50,  1.85, 10,    37,       16633,   -11.13
