Battery Information - Sr.No. : 4027, Type : 1, Capacity : 10000
Time(UTC),          Lat(DEG),    Lon(DEG) ,     Alt(M),    GeoidSep,Phase,   std-Lat,std-Lon,std-alt,PDOP, NumSat,CNO(dbHZ),Volt(mV),Temp(°C)
2019/01/20 16:15:01.000000, 2000/00/00 00:00:00.000000, 56.986679268,-111.071610146,477.7,    -25.60,     0.00,  1.40,  1.30,    1.60,  1.51, 11,    40,       00000,   0.00
2019/01/20 16:23:46.000000, 2000/00/00 00:00:00.000000, 56.986690660,-111.071597360,481.0,    -25.60,     0.06,  1.10,  1.00,    1.20,  1.20, 12,    39,       16516,   -13.44
2019/01/20 16:26:46.000000, 2000/00/00 00:00:00.000000, 56.986664673,-111.071621580,482.4,    -25.60,    -0.43,  1.40,  1.10,    1.50,  1.33, 12,    38,       16527,   -13.38
2019/01/20 16:31:51.000000, 2000/00/00 00:00:00.000000, 56.986684851,-111.071615482,480.0,    -25.60,    -1.22,  1.30,  1.10,    1.60,  1.46, 12,    38,       16539,   -13.25
2019/01/20 16:38:57.000000, 2000/00/00 00:00:00.000000, 56.986676903,-111.071611717,481.6,    -25.60,     2.01,  1.30,  1.10,    1.50,  1.51, 12,    39,       16538,   -13.19
2019/01/20 16:46:04.000000, 2000/00/00 00:00:00.000000, 56.986694966,-111.071605586,482.7,    -25.60,    -3.23,  1.20,  1.00,    1.40,  1.55, 12,    40,       16539,   -13.13
2019/01/20 16:53:07.000000, 2000/00/00 00:00:00.000000, 56.986685395,-111.071598222,479.0,    -25.60,    -1.16,  1.20,  0.99,    1.40,  1.57, 12,    40,       16539,   -13.13
2019/01/20 17:00:12.000000, 2000/00/00 00:00:00.000000, 56.986688673,-111.071579494,479.5,    -25.60,    -2.01,  1.30,  1.00,    1.60,  1.58, 12,    39,       16539,   -12.88
2019/01/20 17:07:18.000000, 2000/00/00 00:00:00.000000, 56.986677681,-111.071605449,483.4,    -25.60,    -1.59,  1.20,  0.96,    1.50,  1.56, 12,    39,       16539,   -12.81
2019/01/20 17:14:27.000000, 2000/00/00 00:00:00.000000, 56.986680686,-111.071597338,482.6,    -25.60,    -3.23,  1.20,  1.00,    1.60,  1.45, 12,    38,       16539,   -12.69
2019/01/20 17:21:30.000000, 2000/00/00 00:00:00.000000, 56.986693827,-111.071591679,480.8,    -25.60,    -1.10,  1.20,  0.97,    1.50,  1.40, 12,    39,       16538,   -12.63
2019/01/20 17:28:33.000000, 2000/00/00 00:00:00.000000, 56.986671983,-111.071605109,481.1,    -25.60,    -0.92,  1.30,  1.00,    1.60,  1.35, 12,    39,       16538,   -12.50
2019/01/20 17:35:35.000000, 2000/00/00 00:00:00.000000, 56.986683058,-111.071608398,477.9,    -25.60,    -0.92,  1.20,  0.96,    1.60,  1.22, 12,    39,       16536,   -12.44
2019/01/20 17:42:37.000000, 2000/00/00 00:00:00.000000, 56.986687369,-111.071582198,484.6,    -25.60,    -0.79,  1.30,  1.00,    1.70,  1.59, 12,    39,       16535,   -12.38
